en,es,en_text_length,en_num_words,en_max_word_length,en_avg_word_length,en_perc_special_chars,es_text_length,es_num_words,es_max_word_length,es_avg_word_length,es_perc_special_chars
Sujerigu.,Suobieta.,9.0,1.0,9.0,9.0,0.1111111111111111,9.0,1.0,9.0,9.0,0.1111111111111111
"Honey, I've always admired your gentleness.","Cariño, siempre he admirado tu gentileza.",43.0,6.0,11.0,6.333333333333333,0.06976744186046512,41.0,6.0,10.0,6.0,0.04878048780487805
"You'll see, we'll be happy together.","Ya verás, vamos a ser felices juntos.",36.0,6.0,9.0,5.166666666666667,0.1111111111111111,37.0,7.0,7.0,4.428571428571429,0.05405405405405406
"OJ L 153, 18.06.2010, p. 1.","DO L 153 de 18.6.2010, p. 1.",27.0,6.0,11.0,3.6666666666666665,0.2222222222222222,28.0,7.0,10.0,3.142857142857143,0.17857142857142858
It's too bad actually.,Es demasiado mal.,22.0,4.0,9.0,4.75,0.09090909090909091,17.0,3.0,9.0,5.0,0.058823529411764705
"This is why we shall be voting against Mrs Randzio-Plath's report, which represents one more step towards this liberalization and worldwide standardization that we reject, more than for technical reasons such as the fact that investment has nothing to do with the Commission and that the most appropriate place to carry out negotiations is certainly not the WTO.","Es ésta la razón por la cual votaremos contra el informe de la Sra. Randzio-Plath, que constituye un paso más hacia esta liberalización y esta uniformización mundial que rechazamos, no sólo por razones técnicas, como el hecho de que las inversiones no son de la incumbencia de la Comisión y que el lugar de negociación más adecuado no es ciertamente la OMC.",362.0,58.0,15.0,5.258620689655173,0.013812154696132596,357.0,62.0,14.0,4.774193548387097,0.01680672268907563
"Could you? Where is she then, huh?","¿Puedes, dónde está ella entonces?",34.0,7.0,5.0,4.0,0.08823529411764706,34.0,5.0,9.0,6.0,0.058823529411764705
- What?,"- Con todo lo que ha pasado, yo solo, tengo que quedarme en casa un tiempo.",7.0,2.0,5.0,3.0,0.2857142857142857,75.0,16.0,8.0,3.75,0.05333333333333334
"Oh, red, fantastic.","Oh, rojo, fantástico.",19.0,3.0,10.0,5.666666666666667,0.15789473684210525,21.0,3.0,11.0,6.333333333333333,0.14285714285714285
An airplane hangar?,¿Un hangar de aviones?,19.0,3.0,8.0,5.666666666666667,0.05263157894736842,22.0,4.0,8.0,4.75,0.045454545454545456
- No.. it's cold.,- ¡Tengo frío!,17.0,4.0,5.0,3.5,0.29411764705882354,14.0,3.0,6.0,4.0,0.14285714285714285
"Ceramic products are a decidedly contemporary building material: they can fit in with any type of architecture, ranging from the rehabilitation of historic buildings to use in the construction of modern buildings.","La cerámica es el material de construcción rabiosamente contemporáneo:capaz de adaptarse a todo tipo de arquitectura, desde la rehabilitación de edificios históricos hasta el uso en la construcción de los edificios más modernos.",213.0,32.0,14.0,5.6875,0.014084507042253521,228.0,33.0,19.0,5.9393939393939394,0.013157894736842105
"Oh, and we pay rent, every month, every month, for how many years, becoming what, slaves to this system like everybody else.","Y pagamos alquiler, cada mes, cada mes. ¿Por cuántos años? ¿Convirtiéndonos en esclavos a este sistema como todos los demás y que ella también sea una esclava?",124.0,22.0,9.0,4.681818181818182,0.056451612903225805,159.0,27.0,16.0,4.925925925925926,0.031446540880503145
"Conduct research on the financial costs and benefits of sustainability, and related investment products; and",tealizar investigación sobre los costos y beneficios financieros de la sostenibilidad y los productos de inversión relacionados; y,108.0,15.0,15.0,6.266666666666667,0.018518518518518517,130.0,18.0,14.0,6.277777777777778,0.007692307692307693
down 88 points.,bajada de 88 puntos.,15.0,3.0,7.0,4.333333333333333,0.06666666666666667,20.0,4.0,7.0,4.25,0.05
"To your health, brother.","Salud, hermano, salud. Y otra vez salud.",24.0,4.0,8.0,5.25,0.08333333333333333,40.0,7.0,8.0,4.857142857142857,0.1
980. WE NEED 980.,"980, necesitamos el puesto 980.",17.0,4.0,4.0,3.5,0.11764705882352941,31.0,5.0,11.0,5.4,0.06451612903225806
"No, 'cause I think the F1, it only covers the bloodwork.","No, porque creo que la F1, solo cubre el trabajo sanguíneo.",56.0,11.0,10.0,4.181818181818182,0.07142857142857142,59.0,11.0,10.0,4.454545454545454,0.05084745762711865
"If I take it off later, it's only because it's itchy.","Si más tarde me lo quito, es sólo porque me pica.",53.0,11.0,7.0,3.909090909090909,0.07547169811320754,49.0,11.0,6.0,3.5454545454545454,0.04081632653061224
"No fooling, he's sore as a boil. Where have you been?",- Segurísimo. ¿Dónde estabas?,53.0,11.0,8.0,3.909090909090909,0.07547169811320754,29.0,4.0,11.0,6.5,0.10344827586206896
"Yes, it's here in the station, it's SP Cheung","Sí, es de aquí, de la comisaría, es del Superintendente Cheung.",45.0,9.0,8.0,4.111111111111111,0.08888888888888889,63.0,11.0,15.0,4.818181818181818,0.06349206349206349
Could it be possible that I'm out of reason?,Quiero que,44.0,9.0,8.0,4.0,0.045454545454545456,10.0,2.0,6.0,4.5,0.0
This is 2500.,Son 2500.,13.0,3.0,5.0,3.6666666666666665,0.07692307692307693,9.0,2.0,5.0,4.0,0.1111111111111111
"Relevant United Nations entities, other international organizations and international financial institutions, including regional development banks, should mainstream drug control issues into their programmes, with the United Nations Office on Drugs and Crime continuing to maintain its catalytic role in mainstreaming the issues by providing relevant data and developing appropriate tools.","Las entidades pertinentes de las Naciones Unidas, otras organizaciones internacionales y las instituciones financieras internacionales, incluidos los bancos regionales de desarrollo, deben incorporar en sus programas las cuestiones relativas a la fiscalización de drogas, y la Oficina de las Naciones Unidas contra la Droga y el Delito debe mantener su función catalizadora al respecto suministrando los datos correspondientes y elaborando instrumentos apropiados.",389.0,50.0,13.0,6.8,0.012853470437017995,464.0,62.0,16.0,6.5,0.010775862068965518
Scofield and Burrows. Where are they now?,¿En dónde están ahora?,41.0,7.0,8.0,5.0,0.04878048780487805,22.0,4.0,6.0,4.75,0.045454545454545456
Then we have to ram it.,Luego tenemos a la RAM ella.,23.0,6.0,4.0,3.0,0.043478260869565216,28.0,6.0,7.0,3.8333333333333335,0.03571428571428571
Did you talk to your folks?,¿Hablaste con tus padres?,27.0,6.0,6.0,3.6666666666666665,0.037037037037037035,25.0,4.0,9.0,5.5,0.04
"Um, someone in grief counseling referred her to me.",Alguien de las sesiones de terapia me la derivó.,51.0,9.0,10.0,4.777777777777778,0.0392156862745098,48.0,9.0,8.0,4.444444444444445,0.020833333333333332
I believe I can bypass the safety circuits.,Creo que puedo puentear los circuitos de seguridad.,43.0,8.0,9.0,4.5,0.023255813953488372,51.0,8.0,10.0,5.5,0.0196078431372549
"That's common knowledge. Sharona, could you take a break, please?",Sharona. ¿Puedes tomar un descanso por favor?,65.0,10.0,10.0,5.6,0.07692307692307693,45.0,7.0,8.0,5.571428571428571,0.044444444444444446
Now he's on the run.,Ahora está intentando escapar.,20.0,5.0,4.0,3.2,0.1,30.0,4.0,10.0,6.75,0.03333333333333333
Swordsman! I will speak only to the Doctor.,"Espadachín, sólo hablaré con el Doctor.",43.0,8.0,10.0,4.5,0.046511627906976744,39.0,6.0,11.0,5.666666666666667,0.05128205128205128
-You are a fucking asshole! -l'm sorry.,- ¡Eres un puto idiota!,39.0,7.0,8.0,4.714285714285714,0.1282051282051282,23.0,5.0,7.0,3.8,0.08695652173913043
"Deprivation of liberty of migrants must comply not only with national law, but also with international legislation.","La privación de la libertad de los migrantes debe cumplir no sólo con las disposiciones del derecho nacional, sino también con la legislación internacional.",115.0,17.0,13.0,5.823529411764706,0.017391304347826087,156.0,24.0,14.0,5.541666666666667,0.01282051282051282
All I want is your...,# Todo lo que quiero son tus...,21.0,5.0,7.0,3.4,0.14285714285714285,31.0,7.0,6.0,3.5714285714285716,0.12903225806451613
· The operational section of the CEP must be changed sufficiently to ensure its neutrality.,· La sección de operaciones del CEP deberá ser suficientemente modificada a fin de asegurar su imparcialidad.,91.0,15.0,12.0,5.133333333333334,0.01098901098901099,109.0,17.0,15.0,5.470588235294118,0.009174311926605505
Capt Jean-Luc Picard of the Federation Starship Enterprise.,Soy el capitán Jean-Luc Picard de la nave de la Federación USS Enterprise.,59.0,8.0,11.0,6.5,0.03389830508474576,74.0,13.0,11.0,4.769230769230769,0.02702702702702703
"The resolution also refers to the repercussions of the use of nuclear energy, and of its use leading to what has been described as a plutonium economy.",La resolución se refiere también a las repercusiones del uso de la energía nuclear conducente a la denominada economía del plutonio.,151.0,27.0,13.0,4.62962962962963,0.013245033112582781,132.0,21.0,13.0,5.333333333333333,0.007575757575757576
- Reparation for human rights violations (Guatemala: April 1999).,"Pautas para institucionalizar un modelo de Justicia Multilingüe en Guatemala , a ser implementado por la Instancia Coordinadora del Sector Justicia. (Guatemala: agosto-septiembre. 1999).",65.0,9.0,11.0,6.333333333333333,0.07692307692307693,186.0,24.0,18.0,6.791666666666667,0.043010752688172046
It's being processed now.,Lo está tramitando ahora mismo.,25.0,4.0,9.0,5.5,0.08,31.0,5.0,10.0,5.4,0.03225806451612903
The Council nominated France for election by the General Assembly for a three-year term beginning on 1 January 2007.,El Consejo presentó a Francia como candidato para la elección por la Asamblea General para un mandato de tres años que comenzaría el 1° de enero de 2007.,116.0,19.0,10.0,5.157894736842105,0.017241379310344827,153.0,28.0,10.0,4.5,0.006535947712418301
- I have been teaching them.,- Me han enseñado la historia.,28.0,6.0,8.0,3.8333333333333335,0.07142857142857142,30.0,6.0,9.0,4.166666666666667,0.06666666666666667
"So maybe you're not one of the 9,800.",Así que tal vez no eres uno de los 9.800.,37.0,8.0,6.0,3.75,0.08108108108108109,41.0,10.0,6.0,3.2,0.04878048780487805
I'm speechless with your efficiency.,Estoy sin habla ante su eficiencia.,36.0,5.0,11.0,6.4,0.05555555555555555,35.0,6.0,11.0,5.0,0.02857142857142857
"It forked out 36 million dollars to the London-based company Sandline International, and presented the BRA with the biggest armed threat that it ever faced.","Pago U$S 36 millones a la compañía londinense ""Sandline International"" y presento al BRA con la mayor amenaza armada que jamas encontró.",156.0,25.0,14.0,5.28,0.019230769230769232,136.0,22.0,14.0,5.2272727272727275,0.029411764705882353
Why don't we go to Toulon?,¿Por qué no fuimos a Toulon?,26.0,6.0,7.0,3.5,0.07692307692307693,28.0,6.0,7.0,3.8333333333333335,0.03571428571428571
"Eric, it was a visual challenge.","Eric, fue un desafío visual.",32.0,6.0,10.0,4.5,0.0625,28.0,5.0,7.0,4.8,0.07142857142857142
- How did you come here?,¿Cómo llegaste aquí?,24.0,6.0,5.0,3.1666666666666665,0.08333333333333333,20.0,3.0,8.0,6.0,0.05
You know he can't resist that.,Sabes que no puede resistirse a eso.,30.0,6.0,6.0,4.166666666666667,0.06666666666666667,36.0,7.0,10.0,4.285714285714286,0.027777777777777776
One of the problems Parliament has faced in recent years is a lack of standardised information on financial control from the institutions.,Uno de los problemas a los que se ha enfrentado el Parlamento en los últimos años ha sido la falta de información normalizada en materia de control financiero de las instituciones.,138.0,22.0,13.0,5.318181818181818,0.007246376811594203,180.0,31.0,14.0,4.838709677419355,0.005555555555555556
Now yöu will take me to the new Venue.,Ahora tú me llevaras al nuevo lugar de encuentro.,38.0,9.0,6.0,3.3333333333333335,0.02631578947368421,49.0,9.0,10.0,4.555555555555555,0.02040816326530612
- Let's do this.Here you go.Let's go!,Hagámoslo. Aquí tienes. ¡Vamos!,37.0,7.0,9.0,4.428571428571429,0.16216216216216217,31.0,4.0,10.0,7.0,0.0967741935483871
All we got to do is hold the floor until Bellamy finds a way out.,Todo lo que debemos hacer es mantenernos en el suelo. hasta que Bellamy encuentre una salida.,65.0,15.0,7.0,3.4,0.015384615384615385,93.0,16.0,11.0,4.875,0.021505376344086023
"The following definitions shall apply in relation to greenhouse gas emissions from greenhouse gas capture, transport and geological storage activities:","Se aplicarán las definiciones siguientes en lo que se refiere a las emisiones de gases de efecto invernadero derivadas de las actividades de captura, transporte y almacenamiento geológico de gases de efecto invernadero:",151.0,20.0,11.0,6.6,0.013245033112582781,219.0,33.0,14.0,5.666666666666667,0.0091324200913242
- Do you want to prevent her?,¿Quieres impedírselo? No.,29.0,7.0,7.0,3.2857142857142856,0.06896551724137931,25.0,3.0,12.0,7.666666666666667,0.08
The Traffic Operation and Management subsystem determines the operational requirements for the recording of supervision data (see Subsection 4.2.3.5 of this TSI) with which the Control/Command subsystem (see section 4.2.15 of the HS CCS TSI) must comply.,El subsistema «Explotación y gestión del tráfico» determina los requisitos de explotación para el registro de datos de supervisión (véase la subsección 4.2.3.5 de la presente ETI) que debe cumplir el subsistema «Mando y control» (véase el apartado 4.2.15 de la ETI CMS AV).,254.0,37.0,15.0,5.891891891891892,0.04330708661417323,273.0,44.0,12.0,5.2272727272727275,0.03663003663003663
Signature of the authority issuing the certificate and/or its representative certifying the content of the certificate as accurate:,Firma de la autoridad que emita el certificado o de su representante que den fe de la exactitud del contenido del certificado:,131.0,18.0,14.0,6.333333333333333,0.015267175572519083,126.0,22.0,13.0,4.7727272727272725,0.007936507936507936
Is there anything you can give the others to help reduce the symptoms?,¿Hay algo que puedas dar a los demás que ayude a reducir los síntomas?,70.0,13.0,9.0,4.461538461538462,0.014285714285714285,70.0,14.0,9.0,4.071428571428571,0.014285714285714285
- No.,- No.,5.0,2.0,3.0,2.0,0.4,5.0,2.0,3.0,2.0,0.4
We're from the 12th.,Somos de la doce.,20.0,4.0,5.0,4.25,0.1,17.0,4.0,5.0,3.5,0.058823529411764705
I lived in a family full of these incredible egotists who seemed to be very insensitive about the kind of damage they were doing to each other and my middle brother is very sensitive.,Viví en una familia llena de egoístas increíbles que parecían muy insensibles al daño que se causaban mutuamente y mi segundo hermano es muy sensible.,183.0,34.0,11.0,4.411764705882353,0.00546448087431694,150.0,25.0,11.0,5.04,0.006666666666666667
"We would like also to thank the Special Representative of the Secretary-General, Mr. Otunnu, for his briefing, which was very moving.","Asimismo, le damos las gracias al Representante Especial del Secretario General, Sr. Otunnu, por su presentación informativa, que fue muy conmovedora.",133.0,21.0,18.0,5.380952380952381,0.045112781954887216,150.0,21.0,13.0,6.190476190476191,0.04
"You're the matter, you skank!","- Tú eres el problema, canalla.",29.0,5.0,7.0,5.0,0.10344827586206896,31.0,6.0,9.0,4.333333333333333,0.0967741935483871
"""All we have is the truth.""","""Todo lo que nos queda es la verdad.""",27.0,6.0,7.0,3.6666666666666665,0.1111111111111111,37.0,8.0,8.0,3.75,0.08108108108108109
My death is on the CNN ticker.,Mi muerte está en las noticias de la CNN.,30.0,7.0,7.0,3.4285714285714284,0.03333333333333333,41.0,9.0,8.0,3.6666666666666665,0.024390243902439025
Deb (2003),Deb (2003),10.0,2.0,6.0,4.5,0.2,10.0,2.0,6.0,4.5,0.2
They need to run some tests first.,Primero tienen que hacerle unas pruebas.,34.0,7.0,6.0,4.0,0.029411764705882353,40.0,6.0,8.0,5.833333333333333,0.025
I do not have writers block!,No tengo Bloqueo de Escritor.,28.0,6.0,7.0,3.8333333333333335,0.03571428571428571,29.0,5.0,9.0,5.0,0.034482758620689655
You're calling me a virgin?,- ¿Crees que soy virgen?,27.0,5.0,7.0,4.6,0.07407407407407407,24.0,5.0,7.0,4.0,0.08333333333333333
Emergency rehearsal?,¿Ensayo urgente?,20.0,2.0,10.0,9.5,0.05,16.0,2.0,8.0,7.5,0.0625
- I'm a growing boy.,-Estoy creciendo.,20.0,5.0,7.0,3.2,0.15,17.0,2.0,10.0,8.0,0.11764705882352941
I take that too. Ok. Roll it.,Le voy a robar eso tambien.,29.0,7.0,4.0,3.2857142857142856,0.10344827586206896,27.0,6.0,8.0,3.6666666666666665,0.037037037037037035
"D. Caron, “Addressing catastrophes: conflicting images of solidarity and separateness”, in D. Caron and C. Leben (eds.), The International Aspects of Natural and Industrial Catastrophes (The Hague, Martinus Nijhoff, 2001), p. 1, at p. 13.","D. Caron, “Addressing catastrophes: conflicting images of solidarity and separateness”, en D. Caron y C. Leben (eds. ), The International Aspects of Natural and Industrial Catastrophes (La Haya, Martinus Nijhoff, 2001), págs. 1 y 55, en especial, pág.13.",238.0,35.0,14.0,5.828571428571428,0.07983193277310924,254.0,38.0,14.0,5.7105263157894735,0.07874015748031496
"""sod all this, sod the queen, sod","""a la mierda todo, a la mierda la reina, a la mierda...",33.0,7.0,6.0,3.857142857142857,0.09090909090909091,55.0,12.0,9.0,3.6666666666666665,0.10909090909090909
You're the perfect hostess.,- Como no lo haría. Tu eres la anfitriona perfecta.,27.0,4.0,8.0,6.0,0.07407407407407407,51.0,10.0,10.0,4.2,0.058823529411764705
That was weird-- did you hear that,Qué raro.,34.0,7.0,7.0,4.0,0.058823529411764705,9.0,2.0,5.0,4.0,0.1111111111111111
There. That's the game.,Se acabó la partida.,23.0,4.0,6.0,5.0,0.13043478260869565,20.0,4.0,8.0,4.25,0.05
But what's the harm in a little flirting?,Y ¿qué hay de malo en un poco de coqueteo?,41.0,8.0,9.0,4.25,0.04878048780487805,42.0,10.0,9.0,3.3,0.023809523809523808
So for four hours the dispatch box had lain unguarded?,¿Así que durante cuatro horas la cartera permaneció sin vigilancia?,54.0,10.0,10.0,4.5,0.018518518518518517,67.0,10.0,11.0,5.8,0.014925373134328358
The last line of defense German army burst into the peninsula,Última línea de defensa del ejército alemán en la península de Sorve.,61.0,11.0,9.0,4.636363636363637,0.0,69.0,12.0,9.0,4.833333333333333,0.014492753623188406
"- Yeah? Listen, I got a subpoena here for you to appear in federal court tomorrow to reveal the source of the Delorean tape.",El juez te ordenó revelar la fuente de la cinta del FBI.,124.0,24.0,8.0,4.208333333333333,0.03225806451612903,56.0,12.0,7.0,3.75,0.017857142857142856
How about a couple autographs?,¿Qué tal unos autógrafos?,30.0,5.0,11.0,5.2,0.03333333333333333,25.0,4.0,11.0,5.5,0.04
YOUALWAYSCOULDTAKECARE OF YOURSELF PRETTY WELL.,Tú siempre supiste cuidarte a ti misma bastante bien.,47.0,5.0,22.0,8.6,0.02127659574468085,53.0,9.0,8.0,5.0,0.018867924528301886
- When you're ready.,- Cuando esté lista.,20.0,4.0,6.0,4.25,0.15,20.0,4.0,6.0,4.25,0.1
I can't deny myself such pleasure.,No puedo negarme a mí mismo placer.,34.0,6.0,9.0,4.833333333333333,0.058823529411764705,35.0,7.0,7.0,4.142857142857143,0.02857142857142857
"If sanctions are not imposed, theocrats won’t negotiate.","Sin régimen de sanciones, los teócratas no negociarán.",56.0,8.0,10.0,6.125,0.03571428571428571,54.0,8.0,11.0,5.875,0.037037037037037035
This alters things.,Esto cambia las cosas.,19.0,3.0,7.0,5.666666666666667,0.05263157894736842,22.0,4.0,6.0,4.75,0.045454545454545456
"Well, you know, it's like classic murder mystery, where you begin with the ending.","Bueno, ya sabes, es como un clásico misterio de asesinato, donde se empieza por el final.",82.0,14.0,8.0,4.928571428571429,0.06097560975609756,89.0,16.0,10.0,4.625,0.0449438202247191
"""I guess I'm on my way .. to somewhere.""",Parece que ya estoy en camino.,40.0,9.0,11.0,3.5555555555555554,0.15,30.0,6.0,7.0,4.166666666666667,0.03333333333333333
Its interpretation belongs to the Holy See and its application will be made by the General Constitutions and particular statutes.,"Su interpretación corresponde a la Santa Sede, más la aplicación será hecha por las Constituciones Generales y por los Estatutos particulares.",129.0,20.0,14.0,5.5,0.007751937984496124,142.0,21.0,14.0,5.809523809523809,0.014084507042253521
"(ccc) “Security right” means a property right in movable property and attachments that is created by agreement and secures payment or other performance of one or more obligations, regardless of whether the parties have denominated it as a security right.",v) Todo comprador o beneficiario de una transferencia (e incluso un arrendatario o un licenciatario) del bien gravado;,254.0,40.0,12.0,5.375,0.015748031496062992,118.0,18.0,14.0,5.611111111111111,0.03389830508474576
"This is really, really bad.","Realmente, muy malo.",27.0,5.0,7.0,4.6,0.07407407407407407,20.0,3.0,10.0,6.0,0.1
11.56 (4),11.56 (4),9.0,2.0,5.0,4.0,0.3333333333333333,9.0,2.0,5.0,4.0,0.3333333333333333
"Aw, that's messed up, man.","Oh, es una pena, amigo.",26.0,5.0,6.0,4.4,0.15384615384615385,23.0,5.0,6.0,3.8,0.13043478260869565
"Now, don't shriek when this scarf comes off.","Ahora, no chilles cuando me saque el pañuelo.",44.0,8.0,6.0,4.625,0.06818181818181818,45.0,8.0,8.0,4.75,0.044444444444444446
Kevin lives in his own head.,Kevin vive en su propio mundo.,28.0,6.0,5.0,3.8333333333333335,0.03571428571428571,30.0,6.0,6.0,4.166666666666667,0.03333333333333333
"An anonymous tip, she's sitting right in our lap, telling us everything.","Una denuncia anónima, ella está sentada justo en nuestro regazo, diciéndonos todo.",72.0,12.0,11.0,5.083333333333333,0.05555555555555555,82.0,12.0,11.0,5.916666666666667,0.036585365853658534
"She alone will stand against the vampires, the demons and the forces of darkness.","Ella sola se enfrentará a los vampiros, los demonios y las fuerzas de la oscuridad.",81.0,14.0,9.0,4.857142857142857,0.024691358024691357,83.0,15.0,10.0,4.6,0.024096385542168676
Everything gets hand-delivered to him.,Todo se le entrega en mano a él.,38.0,5.0,14.0,6.8,0.05263157894736842,32.0,8.0,7.0,3.125,0.03125
"I found what connects the two Jordan Hesters, a discount tax prep chain, same accountant.",Hallé el vínculo entre los dos Jordan Hester. Descuentos en la preparación de las declaraciones de impuestos el mismo contador.,89.0,15.0,11.0,5.0,0.033707865168539325,127.0,20.0,13.0,5.4,0.015748031496062992
"- Well, yeah. - Uh-huh.","Bueno, sí.",23.0,5.0,7.0,3.8,0.2608695652173913,10.0,2.0,6.0,4.5,0.2
So I'm a liar?,¿Yo soy una mentirosa?,14.0,4.0,5.0,2.75,0.14285714285714285,22.0,4.0,10.0,4.75,0.045454545454545456
"The place of supply of restaurant and catering services which are physically carried out on board ships, aircraft or trains during the section of a passenger transport operation effected within the Community, shall be at the point of departure of the passenger transport operation.","El lugar de prestación de servicios de restaurante y catering que se efectúen materialmente a bordo de buques, aviones o trenes durante una parte de un transporte de pasajeros efectuada en la Comunidad, será el lugar de partida del transporte de pasajeros.",281.0,44.0,10.0,5.409090909090909,0.010676156583629894,256.0,42.0,13.0,5.119047619047619,0.01171875
Better your toe than your heart.,Mejor tener roto el dedo que el corazón.,32.0,6.0,6.0,4.5,0.03125,40.0,8.0,8.0,4.125,0.025
Enjoy your drumstick.,Disfruta tu palillo.,21.0,3.0,10.0,6.333333333333333,0.047619047619047616,20.0,3.0,8.0,6.0,0.05
Official medicine gave up on him.,La medicina Oficial renunció a él.,33.0,6.0,8.0,4.666666666666667,0.030303030303030304,34.0,6.0,8.0,4.833333333333333,0.029411764705882353
"there was once a little man called Niggle, who had a long journey to make.","Había una vez un pobre hombre llamado Niggle, que tenía que hacer un largo viaje. Él no quería; en realidad, todo aquel asunto le resultaba enojoso, pero no estaba en su mano evitarlo.",74.0,15.0,7.0,4.0,0.02702702702702703,184.0,33.0,9.0,4.606060606060606,0.03260869565217391
"Abby had this inheritance, and Denise pressured her to use it as a down payment.","Abby tenía esta herencia, y Denise la presionó para usarlo como pago inicial.",80.0,15.0,12.0,4.4,0.025,77.0,13.0,9.0,5.0,0.025974025974025976
♪ I'm ready to drown,*Estoy lista para ahogarme*,20.0,5.0,5.0,3.2,0.05,27.0,4.0,9.0,6.0,0.07407407407407407
It does not easily provide a basis for claims against multinational companies or individuals who profit from traditional knowledge.,No proporciona fácilmente una base para presentar reclamos contra las empresas trasnacionales o las personas que se benefician del conocimiento tradicional.,131.0,19.0,13.0,5.947368421052632,0.007633587786259542,156.0,21.0,14.0,6.476190476190476,0.00641025641025641
"I hesitate to say this, and veer into PG-13, but you are the first person I've liked since...","Dudo decir esto y convertirlo en inapropiado para menores de 13, pero eres la primera persona que me ha gustado desde...",93.0,18.0,8.0,4.222222222222222,0.07526881720430108,120.0,21.0,11.0,4.761904761904762,0.03333333333333333
"On behalf of its members, ACEA undertakes to attain an average target of 140g CO","En nombre de sus miembros, ACEA se compromete a lograr en el año 2008 un objetivo medio de 140 g de 002/km para los nuevos automóviles de turismo.",80.0,15.0,10.0,4.4,0.0125,146.0,28.0,11.0,4.25,0.02054794520547945
All three robberies occurred inside the delivery radius and when you were on a shift.,Los tres robos se produjeron dentro del radio de entrega y cuando tú estabas de turno.,85.0,15.0,9.0,4.733333333333333,0.011764705882352941,86.0,16.0,10.0,4.4375,0.011627906976744186
This store uses cookies and other technologies so that we can improve your experience in our sites.,Esta tienda utiliza cookies y otras tecnologías para que podamos mejorar su experiencia en nuestros sitios.,99.0,17.0,12.0,4.882352941176471,0.010101010101010102,107.0,16.0,11.0,5.75,0.009345794392523364
Forum South of Europe Date 05/24/2010 - 20.00 p.m.,Visita institucional a Méjico Fecha 24/05/2010 - 20.00 horas,50.0,9.0,10.0,4.666666666666667,0.12,60.0,9.0,13.0,5.777777777777778,0.06666666666666667
It's almost one year since I graduated.,Hace casi un año que me gradué.,39.0,7.0,10.0,4.714285714285714,0.05128205128205128,31.0,7.0,7.0,3.5714285714285716,0.03225806451612903
"Special Victims Unit Squadroom Tuesday, September 12","UNIDAD DE VÍCTIMAS ESPECIALES BRIGADA MARTES, 12 DE SEPTIEMBRE",52.0,7.0,9.0,6.571428571428571,0.019230769230769232,62.0,9.0,10.0,6.0,0.016129032258064516
Click here to expand the information of this article - Bandeja mod. 654,Pulse aquí para ampliar la información de este artículo - Bandeja mod. 654,71.0,13.0,11.0,4.538461538461538,0.028169014084507043,74.0,13.0,11.0,4.769230769230769,0.02702702702702703
Table 4.2.6 Male and female pupils at vocational schools in the dual system by age,También se puede consultar en http://www.un.org/womenwatch/daw/cedaw.,82.0,15.0,10.0,4.533333333333333,0.024390243902439025,69.0,6.0,39.0,10.666666666666666,0.13043478260869565
We'll get good money for that.,Nos darán buen dinero por esto.,30.0,6.0,5.0,4.166666666666667,0.06666666666666667,31.0,6.0,6.0,4.333333333333333,0.03225806451612903
I was hoping you were.,Esperaba que me lo pidieras.,22.0,5.0,6.0,3.6,0.045454545454545456,28.0,5.0,9.0,4.8,0.03571428571428571
What do you say to your father?,¿Qué le tienes que decir a tu padre?,31.0,7.0,7.0,3.5714285714285716,0.03225806451612903,36.0,8.0,6.0,3.625,0.027777777777777776
"Top hats and spats, old chum.","Galeras y polainas, muchacho.",29.0,6.0,6.0,4.0,0.06896551724137931,29.0,4.0,9.0,6.5,0.06896551724137931
"- Yeah, but I'm about to make it up.","- Sí, pero estoy a punto de compensártelo.",36.0,9.0,5.0,3.111111111111111,0.1111111111111111,42.0,8.0,14.0,4.375,0.07142857142857142
"8.5; communication No. 458/1991, Mukong v.","8.5; comunicación Nº 458/1991, Mukong c.",42.0,6.0,13.0,6.166666666666667,0.14285714285714285,40.0,6.0,12.0,5.833333333333333,0.125
"Look, you want the ring or not?",¿Quieres esto o no?,31.0,7.0,5.0,3.5714285714285716,0.06451612903225806,19.0,4.0,8.0,4.0,0.05263157894736842
This work would take the entire reign of King David.,Este trabajo requeriría todo el reinado del Rey David.,52.0,10.0,6.0,4.3,0.019230769230769232,54.0,9.0,10.0,5.111111111111111,0.018518518518518517
"Michaelson, can you hear me?","Michaelson, puedes escucharme?",28.0,5.0,11.0,4.8,0.07142857142857142,30.0,3.0,11.0,9.333333333333334,0.06666666666666667
Wait a second. No.,"¡Oye, espera un momento!",18.0,4.0,7.0,3.75,0.1111111111111111,24.0,4.0,8.0,5.25,0.08333333333333333
"The Ministry of Agriculture has tried every means and methods such as chemical, biological, cultural Control and others to troubleshoot plant health, soil toxicity and infertility. Crops have been declining year after year.","El Ministerio de Agricultura ha tratado por todos los medios y métodos como: Control químico, biológico, cultural y otros para solucionar los problemas de fitosandiad, toxicidad e infertilidad de suelos.",223.0,33.0,12.0,5.787878787878788,0.02242152466367713,203.0,30.0,12.0,5.8,0.024630541871921183
There was a policy decision not to inform the public.,"Fue una decisión política, no informar al público.",53.0,10.0,8.0,4.4,0.018867924528301886,50.0,8.0,9.0,5.375,0.04
I remember the age when it was cool to be bad.,Recuerdo la época en que era bueno ser malo.,46.0,11.0,8.0,3.272727272727273,0.021739130434782608,44.0,9.0,8.0,4.0,0.022727272727272728
