en,es
- Orangutan?,- ¿Orangután?
Mr. Steamboat.,Señor Barco de Vapor.
Something happened on the trip?,¿Algo pasó en el viaje?
I think I speak to you now... maybe I understand better why you come here.,Por eso hablar con usted. Para comprender por qué ha venido.
"Actually, love is a strange thing.","En estos momentos, el amor es algo extraño."
Those men over there will help you Emilka and I are going...,Esos hombres de allí les ayudarán Emilka y yo vamos...
"WERACEDSEASONSEVENANDWON, BUT WE'RE GROWING APART.",Nosotros competimos en la temporada 7 y ganamos pero nos hemos distanciados.
What are we gonna do?,¿Qué vamos a hacer?
I think maybe we should both go to our rooms.,Pienso que quizá ambos debemos ir a nuestros cuartos.
- The plane?,¿ - El avión?
"No, you don't get to dictate terms.","No, usted no dicta las condiciones."
your patients die!,Tus pacientes mueren.
"After four years of unremitting efforts to achieve peace, it can be affirmed that the State and society have gained from the process conducted under the leadership of President Andrés Pastrana.","El Programa Presidencial de derechos humanos y derecho internacional humanitario, apoyado en la cooperación internacional, se ocupó del impulso de más de 100 casos adicionales."
celebrating what?,¿Celebrando qué?
"Well, I'm glad you're home.",Menos mal que llegaste.
"Well, you're just not from around here.","No eres de aquí, eso es todo."
The initial estimate for crop 2009-10 is of 800.000 tons.,La estimación inicial de la nueva cosecha 2009-10 es de 800.000 toneladas.
Our surroundings blend into the dust.,Todo está nublado de polvo.
"Oh, my God.","Oh, mi Dios."
So no visual confirmation?,¿Entonces no hay confirmación visual?
"- I'm sure that's the answer, you wanted to hear, Mr. Smith.","- Estoy seguro de que es la respuesta, que quería escuchar, el Sr. Smith."
Knowing that these young men that I handcuff and punish.,Sabiendo que estos jóvenes que me esposan y castigan.
"1 All the congregation of the children of Israel traveled from the wilderness of Sin, by their journeys, according to Yahweh's commandment, and encamped in Rephidim; but there was no water for the people to drink. 2 Therefore the people quarreled(Hebrew: rib) with Moses, and said, ""Give us water to drink.""","1Y toda la congregación de los hijos de Israel partió del desierto de Sin, por sus jornadas, al mandamiento de Jehová, y asentaron el campo en Rephidim: y no había agua para que el pueblo bebiese."
"She was in my office yesterday, just a wreck.",Estuvo ayer en mi consulta y estaba fatal
"Right at the very start, I would like to say that I regard the removal of the arms embargo as neither advisable nor wise.",De entrada quisiera decir que considero que el levantamiento del embargo de armas no es aconsejable ni acertado.
"A presentation given on behalf of the Disaster Management Support Group of CEOS provided a framework for understanding user requirements (in terms of spatial, spectral and temporal resolution of satellite imagery) and the current capacity of the existing Earth observation satellites to meet those requirements in the following hazard areas: earthquake, fire, flood, landslide, oil spill, sea ice and volcanic activity (http://disaster.ceos.org).","Una ponencia presentada en nombre del Grupo de Apoyo para la Gestión de Desastres del CEOS proporcionó un marco para comprender las necesidades de los usuarios (en términos de resoluciones espaciales, espectrales y temporales de las imágenes satelitales) y las capacidades actuales de los satélites existentes de observación de la Tierra para satisfacer esas necesidades en las siguientes esferas de riesgo: terremotos, incendios, inundaciones, deslizamientos de tierra, derrames de petróleo, hielos marítimos y actividad volcánica (http://disaster.ceos.org)."
Both the concept and the terminology also vary from one scholarly discipline to another.,Tanto el concepto como la terminología varían según sea la disciplina académica de que se trate.
- I'll set a meeting for the morning.,Lo citaré para mañana.
"The invitation to tender shall cover a maximum of 169109 tonnes of common wheat for export to third countries with the exception of Albania, Bosnia and Herzegovina, Bulgaria, Croatia, the former Yugoslav Republic of Macedonia, Liechtenstein, Romania, Serbia and Montenegro and Switzerland.Article 2","La licitación se referirá a una cantidad máxima de 169109 toneladas de trigo blando que habrán de exportarse a terceros países, excepto Albania, la Antigua República Yugoslava de Macedonia, Bosnia y Herzegovina, Bulgaria, Croacia, Liechtenstein, Rumanía, Serbia y Montenegro y Suiza.Artículo 2"
She's having sex.,Está teniendo sexo?
"Good night, Seth.","Buenas noches, Seth."
"The proposed requirements for 2007/08 also reflected the proposal to establish 79 posts, of which 23 were to be covered by resources for general temporary assistance, in order to strengthen the mission's capacity in civil affairs, public information, the rule of law, administration and logistics with a view to fulfilling the mandate established by the Security Council in its resolution 1739 (2007).","Asimismo, en las necesidades de recursos previstas para el período 2007/2008 se incluye la propuesta de crear 79 puestos, 23 de los cuales se financiarán con recursos destinados a personal temporario general, a fin de reforzar la capacidad de la misión en asuntos civiles, información pública, estado de derecho, administración y logística para que cumpla el mandato que le ha encomendado el Consejo de Seguridad en su resolución 1739 (2007)."
We will call you every 2 hours.,Los llamaremos cada 2 horas.
It is true that recently the Organization's capacity and credibility have been seriously undermined.,Es cierto que la capacidad y el prestigio de esta Organización mundial se han visto muy mermados últimamente.
Have you been there before?,¿Has estado allí antes?
You new men and your chat-up lines!,¡Hombres nuevos y sus frases para conquistar!
Rude would have been to publicly question why a physician halfway through her pregnancy thinks it's appropriate to be lifting patients.,Grosero habría sido preguntar públicamente por qué una médica en mitad de su embarazo cree apropiado levantar pacientes.
The Death Star construction...,- La construccion...
The money derived from fines shall be used for the preventive activities referred to in Article 5 of this Law.,Los dineros provenientes de estas multas se destinarán a las acciones preventivas señaladas en el artículo 5º de esta Ley.
"My grandma told me how in love my mom and dad were, but I don't remember that.",Mi abuela me contaba cuan enamorados estaban mamá y papá. No recuerdo eso.
They can restrict a man's ability to adjust his vision to the dark.,Limitan la capacidad de adaptarse a la oscuridad.
Turning all kinds of heads.,Torciendo toda clase de cabezas.
This can't be happening again.,Esto no puede estar pasando otra vez.
"In Brazil, a special survey for products was conducted in 2001 of companies with 20 or more employees for some modern (information sector) as well as traditional (transport activities) economic sectors of the economy.",En el Brasil se llevó a cabo en 2001 un estudio especial de productos en empresas con 20 empleados o más de algunos sectores económicos modernos (sector de la información) y tradicionales (actividades de transporte).
Organization of the website,Clasificación por contenidos de la página web
We got to write 'em down every two hours to see how long they been here.,"Sí, tenemos que pasar lista cada 2 horas para ver cuánto tiempo llevan aquí y le sorprendería a las personas que quieren engañarme por un par de pagos diciendo que perdieron el ticket."
"You won't look at my friend like that again, will you?","¿No se te ocurrirá mirar así a ninguna de mis amigas, verdad?"
It's not happening. Don't worry about it.,Ella no está involucrada.Esto no está pasando.
"Among the limitations hampering progress, apart from the scant budget, are the various delays in the transfer of funds by the State and the little or no sensitivity existing in the various State institutions to support action by them on behalf of women's human rights.","Entre las limitaciones con las que se cuenta, además del escaso presupuesto fiscal, son los diferentes retrasos en las transferencias de fondos por parte del Estado, así también, la nula o paca sensibilidad que existen en los diferentes instituciones del Estado para apoyar las gestiones de la institución en pro de los derechos humanos de las mujeres."
List of Spanish players for the 2010 World Cup:,Lista de Jugadores que serán convocados selección española para el mundial Sudáfrica 2010:
Which I think you now cancel.,"Sí, tengo una reunión con el Senador Finch."
How dumb can you be?,Que tan tonto puedes ser?
- There's more at stake here than you could possibly imagine.,- Hay más cosas en juego de las que puedas imaginar.
"G. Other: I. Conuining no milkfats or containing less than 1,5% by weight of such fats: a) Conuining no suaose or containing less than 5 % by weight of suaose (induding inven sugar expressed as suaose):","I. que no contengan materias grasas procedentes de la leche o que las contengan en cantidad inferior al 1,5% en peso: a) que no contengan sacarosa o que la contengan en cantidad inferior al 5 % en peso (induido d azúcar invertido, calculado en sacarosa):"
She almost killed me.,Casi me mata.
Kirkland's sending your unit to the warehouse on Front Street. They've been ordered to treat you with extreme prejudice.,Kirkland envia a tu equipo al almacen en la Calle Front.Les he ordenado que le traten con extrema dureza.
"When you find out, you let me know.","Cuando lo encuentres, dímelo."
Can you please take that thing down?,"¿Puedes quitar eso, por favor?"
Ben's stretch of Biscayne Boulevard.,El tramo de Ben en el Biscayne Boulevard.
Castro has recently expelled visiting European MPs and NGO workers keen to engage with dissidents under the Varela Project.,Castro ha expulsado recientemente a diputados al Parlamento Europeo y trabajadores de las ONG dispuestos a colaborar con los disidentes al amparo del Proyecto Varela.
But I can send you back to Friedersdorf.,Puedo hacer que vuelva a Friedersdorf.
Eating while water sliding.,Comiendo y jugando en el agua.
Who were you beating up today in the gym?,¿A quién le estabas pegando hoy en el gimnasio?
She won't go to hospital.,Ella no irá al hospital.
"He asked about you and the children, invited us to visit him.","Preguntó por ti y por los niños, pidió que le visitáramos, le prometí, que iremos dentro de una semana,"
Why don't you tell me the monkey bars story again?,¿Por qué no me cuentas la historia de las barras del mono de nuevo?
"The most frequent citizenship of the persons assumed to be the victims of trafficking in women and children recorded by SBS B&H is Ukraine, Moldavia and Romania (See Table No. 8 - Table summary of the Report).","Los países de origen más frecuentes de las personas que se presume que son víctimas de la trata de mujeres y niños fueron Ucrania, Moldova y Rumania (véase el cuadro 8 del resumen del informe en forma de cuadros)."
You're such a Girl Scout.,Eres una Girl Scouts.
The European Parliament must be able to participate in decision-making fully and on equal terms.,El Parlamento Europeo debe poder participar plenamente en la toma de decisiones en pie de igualdad.
You turned me into you.,Me has hecho volverme como tu.
You want to take a look and see what's wrong with that?,¿Quieres mirar qué le pasa a eso?
"As a rule, the concrete standards - i.e. the emission or consumption limit values based on the use of the best available techniques - are not set by the Community but by the national authorities.","En general, las normas concretas, es decir, los valores límite de emisión o consumo basados en el empleo de las mejores técnicas disponibles no son establecidas por la Comunidad, sino por las Autoridades nacionales."
I'm just watching the pheromones ooze from your body.,Estoy viendo las feromonas saliendo de tu cuerpo.
"Ain't you lucky, boy?",¿No eres un chico con suerte?
I want you alive!,¡Te quiero vivo!
Rates from €29 - 70,Las tasas de €29 - 70
"I have a son, and a daughter, so I'll meet my children first.",Tengo un hijo. Y una hija. Así que primero quiero ver a mis hijos.
"The Committee notes that the Federal Court had dismissed the complainant's claim on 18 June 1999, thus leaving the complainant with only three days to avail himself of article 22 of the Convention.","El Comité observa que el Tribunal Federal rechazó el 18 de junio de 1999 las pretensiones del autor de la queja, dejando así a éste tres días solamente para acogerse a las disposiciones del artículo 22 de la Convención."
I didn't know he was gonna make things worse.,No sabía que iba a poner peor las cosas.
Reds' game?,¿El juego de los Rojos?
"All right, we'll deduct some time.","Muy bien, vamos a deducir algún tiempo."
"ALMA, the Atacama Large Millimeter/submillimeter Array, will soon have its own “hotel” for the astronomers, engineers, and other staff working at the observatory.","El Atacama Large Millimeter/submillimeter Array (ALMA) pronto tendrá su propio hotel para recibir a los astrónomos, ingenieros y demás trabajadores que desempeñan sus funciones en el observatorio."
Prepare to jam the signal.,Preparado para interferir la señal.
"The remaining moiety shall pass, in accordance with the contract concluded at KreuzhofJail on June 14, 1951, to Hermann Braun, who was my friend, although he loved the same woman I loved.","La otra mitad de estos bienes, tal y como está estipula en el contrato en el centro de reclusión de Kreuzhof el 14 de junio de 1951, corresponde al Sr. Hermann Braun, que ha sido para mí un amigo, apesar de que amaba la misma mujer que yo."
"ECJ­Consten and Grundig ν Commission, cases 56 and 58/64­ibid, pp. 395f.","TJCE-Consten y Grandig/Comisión, asunto 56 y 58/64, loe. cit., p. 395 y ss."
"Come on, now, let's go, quickly.","vamos, Ahora, vamos a ir, de forma rápida."
The animal.,El animal.
"GOODS AND PEOPLE ARE LANDED HERE, WHICH IS NEW YORK CITY.",Bienes y personas desembarcan aquí... la ciudad de Nueva York.
Draft resolution A/C.3/60/L.34 was adopted by 121 to 52.,Por 121 votos contra 52 queda aprobado el proyecto de resolución A/C.3/60/L.34.
""" London: CRC Press.",""" London: CRC Press."
"Like, literally everybody.","Literalmente, todos. ¡Todos!"
"- I can""t, I am afraid.","- No, tengo miedo."
There is a fraying link in Arthur's chain.,Hay un eslabón a punto de partirse en la cadena de Arturo.
"As indicated in document A/60/105 of 8 March 2005, the General Assembly will be required, at its current session, to appoint five persons to fill the vacancies that will occur in the membership of the International Civil Service Commission, beginning on 1 January 2006.","Como se indica en el documento A/60/105, de 8 de marzo de 2005, es necesario que, en su actual período de sesiones, la Asamblea General nombre a cinco personas para llenar las vacantes que se producirán en la Comisión de Administración Pública Internacional a partir del 1° de enero de 2006."
"Speaking of home repair, I think, um... I think that you... actually have a point.","Hablando de reparación del hogar, creo... creo que tú... de hecho, tienes un buen punto."
"on behalf of the PSE Group. - (LT) Madam President, I would like to congratulate the rapporteur and express my thanks for the good cooperation in coordinating the changes to the report on this new, brave issue.","en nombre del Grupo del PSE. - (LT) Señora Presidenta, quisiera felicitar al ponente y manifestar mi agradecimiento por su buena colaboración en la coordinación de las enmiendas al informe sobre un tema tan nuevo y ambicioso."
"Exports were falling, the outflow of migration decreasing, the influx of returnees increasing, and private capital flows reversing.","Las exportaciones están cayendo, las corrientes de salida de migrantes disminuyendo, el retorno de repatriados aumentando y las corrientes de capital cambiando de sentido."
What is this din? What's going on?,"¿Qué es este escándalo, qué pasa?"
"Yeah,okay, I'll talk to you later.","Sí, de acuerdo. Hablaremos luego."
Fool... fool,Idiota... idiota
These features allow you to concentrate on your work while thecontrast and light managerautomatically adjust the microscope for the best image quality.,"Gracias a estas características y al gestor de contraste e iluminación, que ajusta automáticamente el microscopio para obtener la mejor calidad de imagen, podrá concentrarse completamente en su trabajo."
"Well, that's all the time you got, Lopresti.","Pues, eso es todo el tiempo que tienes, LoPresti."
"On Thursday, april the 28th, a recognition to General Management of Codelco´s Chuquicamata was given for fulfillment of...Read more","El día Jueves 28 de Abril, se realizó un reconocimiento en la Gerencia General de la División de Chuquicamata de Codelco, por el cumplimento de...Ver +"
"The Group noted, however, that the Register's existing scope was perceived to be more relevant to the security concerns of States in some regions than in other regions.","El Grupo observó, sin embargo, que el alcance actual del Registro se percibía como más pertinente a las preocupaciones de seguridad de los Estados en algunas regiones más que en otras."
On the promenade...,Fuiste al parque...
"Towards the end of 1917, Mother Cabrini returned to Chicago, where, in spite of her state of fatigue, she attended to the needs of the two hospitals founded in that city.","Hacia finales del año 1917, la madre Cabrini regresa a Chicago, donde, a pesar de su estado de fatiga, atiende a las necesidades de dos hospitales fundados en esa ciudad."
- She's my family now.,Ella es mi familia ahora.
"What have you done, Marina?",¿Qué has hecho?
Article 25 lies at the core of democratic government based on the consent of the people and in conformity with the principles of the Covenant.,El artículo 25 apoya el proceso del gobierno democrático basado en el consentimiento del pueblo y de conformidad con los principios del Pacto.
"Hey, bud, come on back in-","Oye, amigo, regresa adentro."
"If there's nothing else I can do, I think I'll turn in.","- Si no hay nada más que hacer, voy a dormir - Cuida de mi caballo."
Descárgalo aquí.,Proximidad.
"In this text – a long way from the idea people in the West may have of the Supreme Guide of the Islamic Revolution – he calls on the young people of Europe and North America not to convert, but to avoid being manipulated. Ali Khamenei’s Speech dealing with the unreasonable behavior of American politicians by Ali Khamenei Tehran (Iran) 16 February 2013","En este texto, muy alejado de la idea que alguien puede hacerse en Occidente sobre el Guía Supremo de la Revolución Islámica, Ali Khamenei no exhorta los jóvenes de Europa y de Norteamérica a la conversión sino a no dejarse manipular."
"I've been meaning to talk to you about a patient that you had, Alicia Morales?","He querido hablar contigo sobre una paciente que tuviste, ¿Alicia Moralres?"
Jean knows nothing of politics or politicians.,Jean no sabe nada de política ni de políticos.
"They are also intended to assist members of the executive and the legislature, and lawyers and the public in general, to better understand and support the judiciary.","Asimismo, pretenden ayudar a que los miembros del ejecutivo y el legislativo, los abogados y el público en general puedan comprender y apoyar mejor a la judicatura."
"For any person attempting to build structures to withstand the passage, in order to provide dry shelter for many after the cataclysm and soil protection against poisons, the ground is obviously a crucial factor in the decision process.","Para cualquier persona que intente construir estructuras, para poder soportar el evento de la pasada del Planeta X, que proporcionen un albergue seco para muchos después del cataclismo y protección del terreno contra los venenos, el asunto del terreno es un punto crucial, en cuanto al proceso de decisión."
"Your attention, please. Stockholm Airport.",*Aeropuerto de Estocolmo.
"It is the truth, Elena.","Es la verdad, Elena."
The Vatican Museums offer an opportunity to reveal the educational dimension of art according to an iconographic-pedagogic programme.,Una ocasión en la cual los Museos Vaticanos ponen de manifiesto la aptitud educativa del arte según un específico programa iconográfico y pedagógico.
"However, the grave deterioration of the political, socio-economic and security situation had adversely affected the already dire situation of the refugees and had affected the work of the Agency.","Sin embargo, el grave deterioro de la situación política, socioeconómica y de la seguridad ha afectado negativamente a la ya calamitosa situación de los refugiados y ha perjudicado la labor del Organismo."
"Well, sir, seems to have started. Yes.","- Señor, parece que ya ha empezado."
"(The unconscious is able to communicate with the quantum world, where everything is possible).","así abro mi inconciente (el inconciente es capaz de comunicar con el mundo cuántico, donde todo es posible)."
"- And we both need you to be an adult, get back into the luncheonette, record that album.","- Y necesitamos que seas adulto y vuelvas al Luncheonette, - a grabar el disco."
"Log into cPanel. In the Files section, click on the File Manager icon.","Será el miércoles día 15, a las 8 de la tarde, en la Casa de la Iglesia."
"Well, she got married along the way... Cookie Pinza.",En ese período se casó con Cookie Pinza.
Product Information: A product developed specifically for the cleaning of coconut and sisal fibre rugs and mats. The product achieves the best results when used in conjunction with the Orbiter Cleaning Machine.,Información y uso: Producto desarrollado para la limpieza de alfombras y felpudos de fibra de coco. El producto alcanza sus mejores resultados cuando se utiliza de manera conjunta con la máquina Orbiter.
"They thought it might have been an animal attack, save for the numbers carved in his chest... a four and a five.","Pensaron que había sido un ataque de animal, salvo por los números tallados en su pecho... un cuatro y un cinco."
"But still, it was just a tiny bit.","Aún así, solo fue un trocito."
"The success of government focal points rests on their capacity to work across a spectrum of various government offices and mainstream ageing issues into other relevant policy processes, as well as to collaborate with a variety of stakeholders.","Los centros de coordinación del Gobierno obtienen resultados satisfactorios debido a su capacidad para trabajar con distintas oficinas estatales e integrar las cuestiones relativas al envejecimiento en otros procesos normativos pertinentes, así como para colaborar con diversos interesados."
-Then close both your eyes.,- Entonces cierra los dos ojos.
I am voting in favour of the bulk of the measures proposed in this report.,Voy a votar a favor de la mayor parte de las medidas propuestas en este informe.
Protect yourself from sexually transmitted diseases (STDs) by using condoms.,Se protege de las enfermedades de transmisión sexual (ETS) con condones.
"By way of derogation from paragraphs 1 and 2, where as a result of serious negligence or fraud the boning plant fails to comply with Articles 20 to 28:","No obstante lo dispuesto en los apartados 1 y 2, cuando, debido a negligencia grave o fraude, la empresa de deshuesado no cumpla las disposiciones de los artículos 20 a 28:"
Said he's tired of working with a split tail.,Dijo que está cansado de trabajar con una hembra.
"You promised not to cry, if... Let's join the round dance, come on.","que había prometido no llorar, si... vamos a ver la danza circular, se encienden."
-(INDISTINCT) -JILL: Three grilled cheese.,Tres de queso a la parrilla.
"What did you want him to do, Leave me there?","¿Qué quieres hacer, dejarme allí?"
She's got to appear in court tomorrow.,Mañana tiene que presentarse en el juzgado.
As you recall... Art Spey here wanted to induct you into a little secret of the Unit.,Como recordarás Art Spey quería iniciarte a un secretito de la Unidad.
"Okay, tonight, I want you to study your Jessicas and your Ryans, okay?","Esta noche quiero que estudien a las Jessicas y a los Ryans, ¿sí?"
A man from Gimcheon had an affair with his maid.,Un hombre de Gimcheon cometió adulterio con su criada.
"I, too, am attempting to raise funds for a worthy cause.",Yo también intento recaudar fondos para una causa digna. ¿Tú?
'Cause I brought my lighting guy with me.,Porque traigo a mi tío de iluminación conmigo.
"You t-- You dated Addison, too?",¿Tú... también saliste con Addison?
"Roberts reached the peak of his profession when he announced the main event of WrestleMania XXIV between Edge and The Undertaker on March 30, 2008.",Roberts llegó a la cima de su profesión cuando anunció el evento principal de WrestleMania XXIV entre Edge y The Undertaker el 30 de marzo de 2008.
"A soiree, eh?","Una velada, eh?"
The prices listed in this catalog do not include shipping costs,4 Los precios en este catálogo no incluyen gastos de envío
"Seymour, o'Neil on a drive, and a slam over zigi... And a foul.","Seymour, O'Neil en una jugada, y arremete contra Zigi... y un foul."
General debate [P.8].,Debate general [P.8].
"Take this body for your own, and rise to rule from your rightful throne.","Toma este cuerpo como tuyo propio, y alzate para gobernar desde tu trono"
"- Just talk to me, that's all.",- Sólo te pido que hablemos.
I have an eye witness.,Tengo un testigo ocular.
You cried. You can't imagine how much you cried.,No te puedes imaginar como llorabas.
The lists of liqueurs appearing in the second subparagraph of paragraph 5 may be supplemented by the Council acting by a qualified majority on a proposal from the Commission.,"Las listas de los licores que figuran en el párrafo segundo del apartado 5 podrán ser completadas eventualmente por el Consejo, por mayoría cualificada y a propuesta de la Comisión."
Expresses its satisfaction with the beginning of the pilot phase in the implementation of the initiative to establish the Central Asia Regional Information and Coordination Centre;,Expresa su satisfacción por el inicio de la etapa experimental de la aplicación de la iniciativa encaminada a establecer el Centro regional de información y coordinación para el Asia central;
"Give it a wallop, Max.","Dáles una paliza, Max."
"Gebr. Klöcker GmbH, however, does not guarantee for the topicality, correctness, completeness or quality of the displayed information.","Sin embargo, la empresa no asume ninguna garantía de la actualidad, exactitud, integridad o calidad de la información facilitada."
I'm... I'm begging you to help us.,Estoy rogando para que nos ayuden.
"We know that the Commission's idea here is that the internal frontiers have to come down throughout the whole of the European Union, but that before this happens - and I am paraphrasing the Commission's argument here - we need to take a series of measures to deal with any unwelcome consequences, such as the spread of crime and illegal immigration.","Sabemos que la Comisión Europea ha establecido un nexo según el cual hay que eliminar las fronteras interiores en toda la Unión Europea, pero antes de lograrlo -cito libremente la posición de la Comisión Europea- es preciso tomar una serie de medidas para hacer frente a las consecuencias negativas de la eliminación de las fronteras interiores. Consecuencias negativas como, por ejemplo, el aumento de la criminalidad y la inmigración clandestina."
"The main religions in Singapore are Buddhism, Taoism, Islam, Christianity and Hinduism.","Las principales religiones de Singapur son el budismo, el taoísmo, el islam, el cristianismo y el hinduismo."
(f) Regulations of the Internal Order in Prisons and Closed Prison Hostels (1998) and a List of Objects and Belongings that Persons Deprived of Liberty Are Allowed to Keep When Serving Their Punishments at Closed Institutions for Recidivists and Non-Recidivists (1998) were adopted.,f) Se adoptaron las Normas sobre el orden interno en las prisiones y los centros penitenciarios cerrados (1998) y una lista de objetos y pertenencias que las personas privadas de libertad pueden conservar mientras cumplen sus penas en instituciones cerradas para reincidentes y no reincidentes (1998).
Never did anything wrong up to now. Looks like we're getting married.,Nunca hice algo tan mal como ahora.
So Atlas is who he's working for.,Así que Atlas es para quien está trabajando.
"Reaffirming the statute of the Commission and the central role of the Commission and the General Assembly in the regulation and coordination of the conditions of service of the United Nations common system,","Reafirmando el estatuto de la Comisión y el papel central de la Comisión y de la Asamblea General en la regulación y coordinación de las condiciones de servicio del régimen común de las Naciones Unidas,"
"The training modules would draw on existing training already developed by Office of Programme Planning, Budget and Accounts, OIOS and the United Nations Evaluation Group and be incorporated as part of the standard training programme offered to all staff and managers;","En los módulos de capacitación se aprovecharía el material de capacitación ya existente, elaborado por la Oficina de Planificación de Programas, Presupuesto y Contaduría General, la OSSI y el Grupo de Evaluación de las Naciones Unidas, y se incorporarían al programa de capacitación estándar ofrecido a todo el personal y a los directivos;"
"Where appropriate, multifaceted reform strategies should be implemented in order to place pension systems on a sound financial footing.","En todos los casos pertinentes, habría que aplicar estrategias múltiples de reforma para dotar a los sistemas de pensiones de una base financiera sólida."
"Today, Jesus calls us to conversion, saying, ""unless you repent you will all likewise perish"" (Lk 3:3).","Jesús nos llama hoy a la conversión y dice: ""si no os arrepentís, todos pereceréis"" (Lc 13, 3)."
"Our country owes you a great debt of gratitude, sir.",Nuestro país está en deuda con ustedes.
"The success enjoyed by Apple devices has undoubtedly awakened awareness in many people about the details of design: How thin is a object, how are its edges formed, what materials were combined in its creation, how ingenious are the details, how self-assured is the product?","El éxito de los aparatos de Apple ha despertado sin duda la sensibilidad de numerosas personas por la sutileza en el diseño: lo fino que es un objeto, la forma que adquieren sus cantos, los materiales que se combinan para ello, lo mucho que se ha pensado en los detalles o lo lógico que es el producto."
'There's life HERE.',Hay vida aquí.
- Doesn't mean I am.,- Eso no significa que lo sea.
We don't like foreigners messing around here.,No nos gusta que un forastero meta su nariz aquí.
Did the journalist report it accurately?,¿Informaron exactamente los periodistas?
It'll be fun.,- Será divertido.
"Don't you see, 452?","¿No lo ves, 452?"
You knew Kat was innocent.,Sabías que Kat era inocente.
Colombia - add. 2,Colombia - add. 2
- You told me not to.,- Me dijiste que no lo hiciera.
-Come after lunch.,- Ven después del almuerzo.
I will happily take the subway...,Voy a tomar el metro feliz ...
Did you like Mr. White?,¿Te ha caído bien el Sr. White?
Where are you keeping Bailey O'Dell?,¿Donde están escondiendo a Bailey O'Dell?
Why would the conspirators have given different information to different Nazis?,¿Por qué los conspiradores habrían dado diferente información a diferentes nazis?
You can wash yourself here after your journey.,Puede lavarse aquí al final del día.
Almost up to the foot barrier we fill and leave the water there until Monday morning to be sure it is water-proof.,El agua quedará hasta proximo lunes y veremos si todo sea bien.
A bit wide again.,Un poco largo de nuevo.
"""Attack your enemy where he is unprepared.","""Ataca a tu enemigo donde no está preparado."
"""Crone"" is such an ugly word, don't you think?","""Arpía"" es una palabra horrible, ¿no creéis?"
And I like to play alone.,Y me gusta jugar solo.
"Thus, to put an end to this shameful pillaging, it is important for the Council to follow up on the whole set of recommendations made by the Panel of Experts, from its first report, in document S/2001/357, to the final one being considered today, which are inextricably linked.","Así, a fin de poner término a ese saqueo desvergonzado, es importante que el Consejo pueda dar seguimiento a la totalidad de las recomendaciones formuladas por el Grupo de Expertos desde su primer informe (documento S/2001/357) hasta su informe final, que hoy estamos examinando, que forman un conjunto indisociable."
"Emma, ​​I'm going up to take a nap.","Emma, voy a subir a echar una cabezada."
"Having said that, Mr Leinen was right to draw our attention to the fact that the way in which paragraph 4 is written could cause confusion.","Dicho esto, el señor Leinen tenía razón en indicarnos que la forma en que está redactado el apartado 4 podría prestarse a confusión."
Mourad Massaev.,Mourad Massaev.
"Viernes, 1 de febrero de 2013 .","Viernes, 1 de febrero de 2013 ."
- That's a lot of work.,- Es mucho trabajo.
"It is good, you are punctual.","Está bien, habéis sido puntual."
Substitutiary locomotion it must be,La locomoción sustitutiva tiene que ser.
greet the great splendid rule that of presence they suffered us we are not worth him/it of servants. right.,"Bienvenido, nuestro genial y glorioso líder, en cuya presencia nosotros, subordinados insignificantes, apenas merecemos regodearnos."
You know what happened...to it.,¿Sabes lo que le pasó?
- I just met her.,- Recién la conocí.
"Crystal, how are the beans?","Crystal, ¿cómo están los granos?"
Anna's people are doing good.,Personas de Anna están haciendo bien.
"Copying files to another hard disk in the same computer protects against failure of one disk, but if it is necessary to protect against failure or destruction of the entire computer, then copies of the files must be made on other media that can be taken away from the computer and stored in a safe, distant location.","Copiar los archivos a otro disco duro en la misma computadora protege contra el fallo de un disco, pero si es necesario protegerse contra el fallo o destrucción de la computadora entera, entonces de deben hacer copias de los archivos en otro medio que puede sacarse de la computadora y almacenarse en una ubicación distante y segura."
I forgot everything.,Me olvidé de todo.
What kind of pro-life is that?,¿Qué clase de pro-vida es esa?
As of Date 31/10/2016 01:48:07 am According to the time of Belgrade,En la Fecha 30/10/2016 04:48:10 pm De acuerdo con el momento de la Belgrado
"Asked about this, Bishop Flores said: “It is incredible and the volunteers, to me… I talk about it whenever I go outside the valley to other parts of the country, about how responsive the local community has been.","Acerca de esto, el Obispo Flores dijo: “Es increíble y los voluntarios, para mí… Habló acerca de esto siempre que salgo fuera del valle a otras partes del país, acerca de la respuesta que la comunidad local ha tenido."
"-Hello, Lianna.","- Hola, Lianna."
The news flow is shown in figure-.,El flujo de noticias se muestra en la figura 16.1.
"When the APBT practice the "" MarathonPit "" show his or her ""Game"", developing it effective and positively, since when the animal is exhausted, by the simple reason to please and to help to his human companion of run, find forces for to continue helping to his companion and positively finish the entrusted work, although will be very hard the circumstances for their accomplishment.","Cuando los APBT practican el MarathonPit ponen de manifiesto su Game , desarrollándolo eficaz y positivamente, ya que cuando el animal esta agotado, por el simple echo de agradar y ayudar a su compañero humano de carrera, sacan fuerzas de donde no las hay para continuar ayudando a su compañero y terminar positivamente el trabajo encomendado, por muy duras que sean las circunstancias para su realización."
"He could rip his people, be tough to work for.","Le exigia a su gente, para que trabajara arduamente."
Nothing written down or anything.,No hay nada escrito ni nada.
I deserve a medal!,¡Merezco una medalla!
"Because even if the ghost of Emily Post says it's okay, it is just plain weird.",Estoy teniendo cuidado. Vale. Bien.
